checking_account,duration,credit_history,purpose,amount,savings_account,employment_duration,installment_rate,personal_status,other_debtors,residence_duration,property,age,other_installment_plans,housing,existing_credits,job,dependents,telephone,foreign_worker,amount_per_month,age_at_end,debt_burden
-0.48880003885706513,-0.728348811600948,-0.4876172303026447,-0.30743683038479497,-0.8689173236565538,-0.06879401234651122,-1.1111980621308162,0.8454981407741046,-0.9693817494425147,-0.3084568544674624,0.8582247515931727,0.594404160142988,-0.7121200374300846,-2.4578368516282603,-1.7275093390311285,4.927842356064668,0.139916537504875,0.42996970774675736,-0.7977240352174655,0.19174124721184227,-0.6061815461702467,-0.7743893926619371,-0.3404090490616116
-1.2855723565315873,-0.24015409779051453,1.3622669707558184,0.8009078791558439,-0.7775766441719523,-0.7013998215329084,-1.9520509785553872,-0.8296574261928568,-0.9693817494425147,-0.3084568544674624,0.8582247515931727,1.5450013614302622,1.601195849383388,0.4401840215111237,2.000737856939113,2.147612523966829,-2.9346130918230218,-2.3257452373574603,-0.7977240352174655,0.19174124721184227,-0.6947337816357982,1.5821808794087373,-0.6051832343262056
-0.48880003885706513,0.24804061601991895,0.43732487022658684,0.06201140612875132,-0.6388458213564278,-0.06879401234651122,0.5705077707183259,0.007920357290623943,-0.9693817494425147,-0.3084568544674624,-0.6898736276132754,-0.35619304114428607,-1.0425937355462949,0.4401840215111237,-1.7275093390311285,0.7574976079179098,0.139916537504875,0.42996970774675736,1.2535663410560176,0.19174124721184227,-0.7041880900734523,-1.0224494213009554,0.1891393214675763
-1.2855723565315873,1.7126247574512194,0.43732487022658684,0.06201140612875132,0.43775122512107256,-0.7013998215329084,0.5705077707183259,0.007920357290623943,0.43249339590512204,-0.3084568544674624,-0.6898736276132754,-0.35619304114428607,-0.7947384619591371,-2.4578368516282603,0.1366142589539923,0.7574976079179098,0.139916537504875,-2.3257452373574603,1.2535663410560176,0.19174124721184227,-0.4390529084703878,-0.6503593783424279,1.380623155158249
0.307972278817457,0.24804061601991895,-0.4876172303026447,0.06201140612875132,0.7366148709660869,-0.7013998215329084,0.5705077707183259,0.8454981407741046,0.43249339590512204,-0.3084568544674624,-0.6898736276132754,0.594404160142988,-0.8773568864881898,-2.4578368516282603,0.1366142589539923,-0.6326173081310094,0.139916537504875,0.42996970774675736,-0.7977240352174655,0.19174124721184227,0.3064868426131875,-0.8570760688749431,0.7186876919967642
-0.48880003885706513,-0.07742252652037003,0.43732487022658684,-0.6768850668983413,1.4646650568161537,1.82902341521268,0.5705077707183259,0.007920357290623943,0.43249339590512204,-0.3084568544674624,0.8582247515931727,-0.35619304114428607,0.031445783331388755,-2.4578368516282603,-1.7275093390311285,0.7574976079179098,1.6771813521688232,-2.3257452373574603,1.2535663410560176,0.19174124721184227,1.2378017486320743,0.02491514406378854,-0.07563486379701766
1.104744596491979,1.224430043640786,1.3622669707558184,-1.0463333034118876,1.2953599479806788,-0.7013998215329084,1.411360687142897,0.8454981407741046,0.43249339590512204,-0.3084568544674624,0.8582247515931727,0.594404160142988,-0.13379106572671642,0.4401840215111237,0.1366142589539923,0.7574976079179098,1.6771813521688232,0.42996970774675736,1.2535663410560176,0.19174124721184227,0.09793041489939362,-0.030209306744882005,1.77778443305514
-0.48880003885706513,-1.2165435254113814,-0.4876172303026447,0.06201140612875132,-1.047394718298014,-0.7013998215329084,0.5705077707183259,0.007920357290623943,1.8343685412527588,3.8336780483813158,0.08417556198994866,-1.3067902424315603,-0.629501612901032,-2.4578368516282603,0.1366142589539923,-0.6326173081310094,-1.3973482771590733,0.42996970774675736,-0.7977240352174655,0.19174124721184227,-0.5966336307183584,-0.7330460545554339,-1.0023445122230965
-1.2855723565315873,-0.4842514546957313,-0.4876172303026447,-1.0463333034118876,-0.5746398207145321,-0.7013998215329084,-1.1111980621308162,-0.8296574261928568,0.43249339590512204,-0.3084568544674624,0.08417556198994866,-1.3067902424315603,0.031445783331388755,0.4401840215111237,0.1366142589539923,-0.6326173081310094,0.139916537504875,0.42996970774675736,-0.7977240352174655,0.19174124721184227,-0.3670343462047166,-0.009537637691630477,-0.7375703269585026
1.104744596491979,-0.728348811600948,-0.4876172303026447,1.1703561156693902,-0.9575827531144098,-0.7013998215329084,1.411360687142897,0.8454981407741046,0.43249339590512204,-0.3084568544674624,0.8582247515931727,0.594404160142988,0.4445379059766517,-2.4578368516282603,0.1366142589539923,-0.6326173081310094,-1.3973482771590733,-2.3257452373574603,-0.7977240352174655,0.19174124721184227,-0.7364825099842508,0.38322407432014854,-0.3404090490616116
